# time, X, Y, Z
3.274500538468360901e+04,-1.278730785994763253e+06,9.948196671653364319e+05,3.120798523108791560e+06
3.276183341753482819e+04,-1.328561437438657973e+06,9.656890110876394901e+05,3.109486317095532548e+06
3.278935110807418823e+04,-1.409246412395836785e+06,9.174791848385836929e+05,3.089120423449845053e+06
3.281350810897350311e+04,-1.479218677453756332e+06,8.745940427122963592e+05,3.069341999865157530e+06
3.288222008049488068e+04,-1.673496166245852597e+06,7.499582956580716418e+05,3.003484391713049263e+06
3.305643004596233368e+04,-2.129463886232318822e+06,4.197735452104137512e+05,2.774891808525324333e+06
3.330820112895965576e+04,-2.673971863634466194e+06,-7.675129451303769019e+04,2.301172679484746885e+06
3.356910086202621460e+04,-3.064373255494388286e+06,-5.859489409766483586e+05,1.660990110239369096e+06
3.363450037229061127e+04,-3.131317813329610508e+06,-7.088193970057403203e+05,1.481506467200888554e+06
3.365182494401931763e+04,-3.146882717137197033e+06,-7.408961497925248696e+05,1.432898195813744562e+06
3.366671563649177551e+04,-3.159528219700935762e+06,-7.682945134841594845e+05,1.390784585883399472e+06
3.371013217294216156e+04,-3.192507585782898590e+06,-8.472152852047964698e+05,1.266320216681188438e+06
